,Date,USDJPY.Curncy_x,USDJPY.Curncy_y,USDEUR.Curncy
0,1990-01-02,146.25,146.25,
1,1990-01-03,145.7,145.7,0.83
2,1990-01-04,143.37,143.37,0.81
3,1990-01-05,143.82,143.82,0.81
4,1990-01-08,144.1,144.1,0.8
5,1990-01-09,145.2,145.2,0.81
6,1990-01-10,145.25,145.25,0.81
7,1990-01-11,145.4,145.4,0.81
8,1990-01-12,145.4,145.4,0.81
9,1990-01-15,145.46,145.46,0.81
10,1990-01-16,145.48,145.48,0.81
11,1990-01-17,145.49,145.49,0.81
12,1990-01-18,146.12,146.12,0.82
13,1990-01-19,145.65,145.65,0.82
14,1990-01-22,146.43,146.43,0.83
15,1990-01-23,146.09,146.09,0.82
16,1990-01-24,145.32,145.32,0.81
17,1990-01-25,144.42,144.42,0.81
18,1990-01-26,143.35,143.35,0.81
19,1990-01-29,143.13,143.13,0.8
20,1990-01-30,144.1,144.1,0.8
21,1990-01-31,144.55,144.55,0.81
22,1990-02-01,144.9,144.9,0.81
23,1990-02-02,145.38,145.38,0.81
24,1990-02-05,145.39,145.39,0.8
25,1990-02-06,145.13,145.13,0.8
26,1990-02-07,145.47,145.47,0.8
27,1990-02-08,145.4,145.4,0.8
28,1990-02-09,145.2,145.2,0.8
29,1990-02-12,144.2,144.2,0.8
30,1990-02-13,144.4,144.4,0.81
31,1990-02-14,144.27,144.27,0.8
32,1990-02-15,144.4,144.4,0.81
33,1990-02-16,144.15,144.15,0.81
34,1990-02-19,144.65,144.65,0.8
35,1990-02-20,145.45,145.45,0.8
36,1990-02-21,145.32,145.32,0.8
37,1990-02-22,145.89,145.89,0.8
38,1990-02-23,146.92,146.92,0.8
39,1990-02-26,148.85,148.85,0.81
40,1990-02-27,148.63,148.63,0.81
41,1990-02-28,148.82,148.82,0.81
42,1990-03-01,149.67,149.67,0.82
43,1990-03-02,150.28,150.28,0.82
44,1990-03-05,149.78,149.78,0.81
45,1990-03-06,149.8,149.8,0.81
46,1990-03-07,151.22,151.22,0.82
47,1990-03-08,150.83,150.83,0.81
48,1990-03-09,151.34,151.34,0.81
49,1990-03-12,152.38,152.38,0.82
50,1990-03-13,152.55,152.55,0.82
51,1990-03-14,152.24,152.24,0.82
52,1990-03-15,152.55,152.55,0.82
53,1990-03-16,152.38,152.38,0.81
54,1990-03-19,153.5,153.5,0.8
55,1990-03-20,153.88,153.88,0.81
56,1990-03-21,154.16,154.16,0.82
57,1990-03-22,155.1,155.1,0.82
58,1990-03-23,153.9,153.9,0.82
59,1990-03-26,156.5,156.5,0.82
60,1990-03-27,157.4,157.4,0.82
61,1990-03-28,158.75,158.75,0.82
62,1990-03-29,156.75,156.75,0.81
63,1990-03-30,157.82,157.82,0.81
64,1990-04-02,158.9,158.9,0.81
65,1990-04-03,159.13,159.13,0.81
66,1990-04-04,158.6,158.6,0.81
67,1990-04-05,157.68,157.68,0.81
68,1990-04-06,157.65,157.65,0.81
69,1990-04-09,157.5,157.5,0.81
70,1990-04-10,158.58,158.58,0.81
71,1990-04-11,158.28,158.28,0.8
72,1990-04-12,158.19,158.19,0.8
73,1990-04-13,158.75,158.75,
74,1990-04-16,159.37,159.37,
75,1990-04-17,159.9,159.9,0.8
76,1990-04-18,159.1,159.1,0.8
77,1990-04-19,156.5,156.5,0.8
78,1990-04-20,157.85,157.85,0.8
79,1990-04-23,157.7,157.7,0.81
80,1990-04-24,158.72,158.72,0.81
81,1990-04-25,158.73,158.73,0.8
82,1990-04-26,158.75,158.75,0.8
83,1990-04-27,158.9,158.9,0.8
84,1990-04-30,158.85,158.85,0.8
85,1990-05-01,158.85,158.85,0.8
86,1990-05-02,158.3,158.3,0.8
87,1990-05-03,158.15,158.15,0.8
88,1990-05-04,158.35,158.35,0.8
89,1990-05-07,158.0,158.0,
90,1990-05-08,157.9,157.9,0.79
91,1990-05-09,156.45,156.45,0.78
92,1990-05-10,157.0,157.0,0.78
93,1990-05-11,152.73,152.73,0.78
94,1990-05-14,152.77,152.77,0.78
95,1990-05-15,151.4,151.4,0.79
96,1990-05-16,151.43,151.43,0.78
97,1990-05-17,152.35,152.35,0.79
98,1990-05-18,152.85,152.85,0.79
99,1990-05-21,153.53,153.53,0.79
100,1990-05-22,151.6,151.6,0.8
101,1990-05-23,151.23,151.23,0.8
102,1990-05-24,151.55,151.55,0.8
103,1990-05-25,149.69,149.69,0.8
104,1990-05-28,149.5,149.5,
105,1990-05-29,150.88,150.88,0.8
106,1990-05-30,151.32,151.32,0.8
107,1990-05-31,152.64,152.64,0.81
108,1990-06-01,151.39,151.39,0.8
109,1990-06-04,151.6,151.6,0.81
110,1990-06-05,152.65,152.65,0.81
111,1990-06-06,152.55,152.55,0.8
112,1990-06-07,152.53,152.53,0.81
113,1990-06-08,153.53,153.53,0.81
114,1990-06-11,154.52,154.52,0.81
115,1990-06-12,154.44,154.44,0.8
116,1990-06-13,154.79,154.79,0.8
117,1990-06-14,154.07,154.07,0.8
118,1990-06-15,154.2,154.2,0.81
119,1990-06-18,153.7,153.7,0.8
120,1990-06-19,153.65,153.65,0.8
121,1990-06-20,154.0,154.0,0.8
122,1990-06-21,154.82,154.82,0.8
123,1990-06-22,154.75,154.75,0.8
124,1990-06-25,155.37,155.37,0.8
125,1990-06-26,155.15,155.15,0.8
126,1990-06-27,154.38,154.38,0.79
127,1990-06-28,153.17,153.17,0.79
128,1990-06-29,152.35,152.35,0.79
129,1990-07-02,151.27,151.27,0.79
130,1990-07-03,151.2,151.2,0.79
131,1990-07-04,149.8,149.8,0.78
132,1990-07-05,150.77,150.77,0.78
133,1990-07-06,151.03,151.03,0.78
134,1990-07-09,151.1,151.1,0.78
135,1990-07-10,148.9,148.9,0.78
136,1990-07-11,148.68,148.68,0.78
137,1990-07-12,148.6,148.6,0.79
138,1990-07-13,147.5,147.5,0.78
139,1990-07-16,148.05,148.05,0.79
140,1990-07-17,148.35,148.35,0.78
141,1990-07-18,147.3,147.3,0.78
142,1990-07-19,148.05,148.05,0.78
143,1990-07-20,148.97,148.97,0.78
144,1990-07-23,148.45,148.45,0.77
145,1990-07-24,148.35,148.35,0.77
146,1990-07-25,148.88,148.88,0.77
147,1990-07-26,150.45,150.45,0.77
148,1990-07-27,149.6,149.6,0.77
149,1990-07-30,148.2,148.2,0.76
150,1990-07-31,146.13,146.13,0.76
151,1990-08-01,147.25,147.25,0.76
152,1990-08-02,149.6,149.6,0.76
153,1990-08-03,149.9,149.9,0.76
154,1990-08-06,149.75,149.75,0.75
155,1990-08-07,149.8,149.8,0.75
156,1990-08-08,150.15,150.15,0.76
157,1990-08-09,149.82,149.82,0.76
158,1990-08-10,150.15,150.15,0.76
159,1990-08-13,150.35,150.35,0.75
160,1990-08-14,149.48,149.48,0.75
161,1990-08-15,147.45,147.45,0.74
162,1990-08-16,148.38,148.38,0.74
163,1990-08-17,147.57,147.57,0.74
164,1990-08-20,146.87,146.87,0.74
165,1990-08-21,146.4,146.4,0.74
166,1990-08-22,145.75,145.75,0.74
167,1990-08-23,146.6,146.6,0.74
168,1990-08-24,146.55,146.55,0.74
169,1990-08-27,144.45,144.45,
170,1990-08-28,143.48,143.48,0.74
171,1990-08-29,143.62,143.62,0.74
172,1990-08-30,144.3,144.3,0.75
173,1990-08-31,143.93,143.93,0.75
174,1990-09-03,143.52,143.52,0.75
175,1990-09-04,143.55,143.55,0.75
176,1990-09-05,141.68,141.68,0.75
177,1990-09-06,141.05,141.05,0.74
178,1990-09-07,140.1,140.1,0.75
179,1990-09-10,139.2,139.2,0.75
180,1990-09-11,139.85,139.85,0.76
181,1990-09-12,137.7,137.7,0.76
182,1990-09-13,137.35,137.35,0.76
183,1990-09-14,136.67,136.67,0.75
184,1990-09-17,137.0,137.0,0.74
185,1990-09-18,137.5,137.5,0.74
186,1990-09-19,137.5,137.5,0.75
187,1990-09-20,136.93,136.93,0.75
188,1990-09-21,136.9,136.9,0.75
189,1990-09-24,136.1,136.1,0.74
190,1990-09-25,137.38,137.38,0.75
191,1990-09-26,137.27,137.27,0.75
192,1990-09-27,138.37,138.37,0.75
193,1990-09-28,138.27,138.27,0.75
194,1990-10-01,136.9,136.9,0.74
195,1990-10-02,136.95,136.95,0.74
196,1990-10-03,136.13,136.13,0.74
197,1990-10-04,133.9,133.9,0.73
198,1990-10-05,132.4,132.4,0.73
199,1990-10-08,130.5,130.5,0.73
200,1990-10-09,130.33,130.33,0.73
201,1990-10-10,129.97,129.97,0.73
202,1990-10-11,129.95,129.95,0.73
203,1990-10-12,128.65,128.65,0.73
204,1990-10-15,128.15,128.15,0.73
205,1990-10-16,127.25,127.25,0.72
206,1990-10-17,125.27,125.27,0.72
207,1990-10-18,125.05,125.05,0.72
208,1990-10-19,125.75,125.75,0.72
209,1990-10-22,126.05,126.05,0.72
210,1990-10-23,127.5,127.5,0.72
211,1990-10-24,128.05,128.05,0.72
212,1990-10-25,127.3,127.3,0.72
213,1990-10-26,128.0,128.0,0.72
214,1990-10-29,128.4,128.4,0.72
215,1990-10-30,129.1,129.1,0.73
216,1990-10-31,129.95,129.95,0.72
217,1990-11-01,130.48,130.48,0.72
218,1990-11-02,128.6,128.6,0.72
219,1990-11-05,126.8,126.8,0.71
220,1990-11-06,127.3,127.3,0.71
221,1990-11-07,128.15,128.15,0.71
222,1990-11-08,129.9,129.9,0.71
223,1990-11-09,129.73,129.73,0.71
224,1990-11-12,128.85,128.85,0.71
225,1990-11-13,129.6,129.6,0.71
226,1990-11-14,129.62,129.62,0.71
227,1990-11-15,129.27,129.27,0.71
228,1990-11-16,129.43,129.43,0.7
229,1990-11-19,129.0,129.0,0.7
230,1990-11-20,128.95,128.95,0.71
231,1990-11-21,127.65,127.65,0.71
232,1990-11-22,127.32,127.32,0.71
233,1990-11-23,127.35,127.35,0.71
234,1990-11-26,128.75,128.75,0.71
235,1990-11-27,128.33,128.33,0.71
236,1990-11-28,129.85,129.85,0.71
237,1990-11-29,132.45,132.45,0.71
238,1990-11-30,133.1,133.1,0.72
239,1990-12-03,134.4,134.4,0.72
240,1990-12-04,134.05,134.05,0.72
241,1990-12-05,134.53,134.53,0.72
242,1990-12-06,132.35,132.35,0.72
243,1990-12-07,131.05,131.05,0.71
244,1990-12-10,131.9,131.9,0.71
245,1990-12-11,132.1,132.1,0.71
246,1990-12-12,131.82,131.82,0.71
247,1990-12-13,132.13,132.13,0.71
248,1990-12-14,132.95,132.95,0.71
249,1990-12-17,133.25,133.25,0.71
250,1990-12-18,133.23,133.23,0.71
251,1990-12-19,134.15,134.15,0.71
252,1990-12-20,134.85,134.85,0.72
253,1990-12-21,135.6,135.6,0.73
254,1990-12-24,136.05,136.05,0.74
255,1990-12-25,135.9,135.9,
256,1990-12-26,136.05,136.05,
257,1990-12-27,136.45,136.45,0.73
258,1990-12-28,135.12,135.12,0.72
259,1990-12-31,135.75,135.75,0.72
260,1991-01-01,135.13,135.13,
261,1991-01-02,134.6,134.6,0.72
262,1991-01-03,133.05,133.05,0.72
263,1991-01-04,135.1,135.1,0.72
264,1991-01-07,136.7,136.7,0.73
265,1991-01-08,136.45,136.45,0.73
266,1991-01-09,134.05,134.05,0.73
267,1991-01-10,134.6,134.6,0.73
268,1991-01-11,134.25,134.25,0.73
269,1991-01-14,135.05,135.05,0.74
270,1991-01-15,135.9,135.9,0.74
271,1991-01-16,136.85,136.85,0.74
272,1991-01-17,132.88,132.88,0.73
273,1991-01-18,132.8,132.8,0.72
274,1991-01-21,132.05,132.05,0.72
275,1991-01-22,131.7,131.7,0.72
276,1991-01-23,132.41,132.41,0.72
277,1991-01-24,132.23,132.23,0.71
278,1991-01-25,132.27,132.27,0.71
279,1991-01-28,132.2,132.2,0.71
280,1991-01-29,131.53,131.53,0.71
281,1991-01-30,131.6,131.6,0.72
282,1991-01-31,131.45,131.45,0.71
283,1991-02-01,131.45,131.45,0.7
284,1991-02-04,131.08,131.08,0.7
285,1991-02-05,129.73,129.73,0.7
286,1991-02-06,128.35,128.35,0.7
287,1991-02-07,127.95,127.95,0.7
288,1991-02-08,127.9,127.9,0.7
289,1991-02-11,127.72,127.72,0.7
290,1991-02-12,128.3,128.3,0.7
291,1991-02-13,129.08,129.08,0.7
292,1991-02-14,129.8,129.8,0.7
293,1991-02-15,130.45,130.45,0.71
294,1991-02-18,130.4,130.4,0.71
295,1991-02-19,131.55,131.55,0.71
296,1991-02-20,131.8,131.8,0.72
297,1991-02-21,131.4,131.4,0.71
298,1991-02-22,132.2,132.2,0.72
299,1991-02-25,133.35,133.35,0.73
300,1991-02-26,132.85,132.85,0.73
301,1991-02-27,132.27,132.27,0.73
302,1991-02-28,132.95,132.95,0.73
303,1991-03-01,134.55,134.55,0.73
304,1991-03-04,135.55,135.55,0.73
305,1991-03-05,135.39,135.39,0.73
306,1991-03-06,136.25,136.25,0.74
307,1991-03-07,135.8,135.8,0.74
308,1991-03-08,136.25,136.25,0.75
309,1991-03-11,138.1,138.1,0.75
310,1991-03-12,136.3,136.3,0.75
311,1991-03-13,136.4,136.4,0.76
312,1991-03-14,135.95,135.95,0.76
313,1991-03-15,137.2,137.2,0.76
314,1991-03-18,138.15,138.15,0.78
315,1991-03-19,138.15,138.15,0.79
316,1991-03-20,138.6,138.6,0.79
317,1991-03-21,137.6,137.6,0.78
318,1991-03-22,137.2,137.2,0.78
319,1991-03-25,138.43,138.43,0.8
320,1991-03-26,138.35,138.35,0.81
321,1991-03-27,139.1,139.1,0.82
322,1991-03-28,141.2,141.2,0.82
323,1991-03-29,140.6,140.6,
324,1991-04-01,140.2,140.2,
325,1991-04-02,138.3,138.3,0.81
326,1991-04-03,137.4,137.4,0.8
327,1991-04-04,135.97,135.97,0.8
328,1991-04-05,136.9,136.9,0.8
329,1991-04-08,137.25,137.25,0.81
330,1991-04-09,135.1,135.1,0.8
331,1991-04-10,136.35,136.35,0.8
332,1991-04-11,135.95,135.95,0.8
333,1991-04-12,136.3,136.3,0.8
334,1991-04-15,134.48,134.48,0.79
335,1991-04-16,134.85,134.85,0.79
336,1991-04-17,136.35,136.35,0.79
337,1991-04-18,136.8,136.8,0.8
338,1991-04-19,138.58,138.58,0.83
339,1991-04-22,139.45,139.45,0.84
340,1991-04-23,137.94,137.94,0.83
341,1991-04-24,138.05,138.05,0.83
342,1991-04-25,138.05,138.05,0.83
343,1991-04-26,138.13,138.13,0.84
344,1991-04-29,137.7,137.7,0.85
345,1991-04-30,136.38,136.38,0.82
346,1991-05-01,137.6,137.6,0.81
347,1991-05-02,138.1,138.1,0.82
348,1991-05-03,138.55,138.55,0.83
349,1991-05-06,138.47,138.47,
350,1991-05-07,137.95,137.95,0.82
351,1991-05-08,138.35,138.35,0.82
352,1991-05-09,139.3,139.3,0.83
353,1991-05-10,138.75,138.75,0.83
354,1991-05-13,139.42,139.42,0.82
355,1991-05-14,138.15,138.15,0.81
356,1991-05-15,137.99,137.99,0.81
357,1991-05-16,137.55,137.55,0.81
358,1991-05-17,138.5,138.5,0.83
359,1991-05-20,138.22,138.22,0.83
360,1991-05-21,137.5,137.5,0.82
361,1991-05-22,138.05,138.05,0.82
362,1991-05-23,137.73,137.73,0.82
363,1991-05-24,138.4,138.4,0.82
364,1991-05-27,138.2,138.2,
365,1991-05-28,137.8,137.8,0.81
366,1991-05-29,138.2,138.2,0.81
367,1991-05-30,137.85,137.85,0.82
368,1991-05-31,138.45,138.45,0.83
369,1991-06-03,139.08,139.08,0.84
370,1991-06-04,138.66,138.66,0.83
371,1991-06-05,139.13,139.13,0.84
372,1991-06-06,139.18,139.18,0.84
373,1991-06-07,140.31,140.31,0.84
374,1991-06-10,141.9,141.9,0.85
375,1991-06-11,141.2,141.2,0.85
376,1991-06-12,141.9,141.9,0.86
377,1991-06-13,141.33,141.33,0.86
378,1991-06-14,140.55,140.55,0.86
379,1991-06-17,140.97,140.97,0.86
380,1991-06-18,140.9,140.9,0.87
381,1991-06-19,140.08,140.08,0.86
382,1991-06-20,138.74,138.74,0.86
383,1991-06-21,139.0,139.0,0.86
384,1991-06-24,138.9,138.9,0.85
385,1991-06-25,138.82,138.82,0.86
386,1991-06-26,138.3,138.3,0.85
387,1991-06-27,138.1,138.1,0.86
388,1991-06-28,137.9,137.9,0.87
389,1991-07-01,138.4,138.4,0.87
390,1991-07-02,138.78,138.78,0.88
391,1991-07-03,139.5,139.5,0.87
392,1991-07-04,139.1,139.1,0.88
393,1991-07-05,138.35,138.35,0.87
394,1991-07-08,138.73,138.73,0.87
395,1991-07-09,138.65,138.65,0.87
396,1991-07-10,138.53,138.53,0.87
397,1991-07-11,138.58,138.58,0.88
398,1991-07-12,136.75,136.75,0.86
399,1991-07-15,136.7,136.7,0.86
400,1991-07-16,137.15,137.15,0.86
401,1991-07-17,136.8,136.8,0.85
402,1991-07-18,136.8,136.8,0.85
403,1991-07-19,136.45,136.45,0.84
404,1991-07-22,137.45,137.45,0.84
405,1991-07-23,136.98,136.98,0.84
406,1991-07-24,137.38,137.38,0.83
407,1991-07-25,138.85,138.85,0.84
408,1991-07-26,137.9,137.9,0.83
409,1991-07-29,138.18,138.18,0.84
410,1991-07-30,137.93,137.93,0.84
411,1991-07-31,137.42,137.42,0.84
412,1991-08-01,137.67,137.67,0.84
413,1991-08-02,136.74,136.74,0.83
414,1991-08-05,136.68,136.68,0.82
415,1991-08-06,135.73,135.73,0.82
416,1991-08-07,135.85,135.85,0.82
417,1991-08-08,136.47,136.47,0.82
418,1991-08-09,136.9,136.9,0.83
419,1991-08-12,136.54,136.54,0.83
420,1991-08-13,136.52,136.52,0.83
421,1991-08-14,136.61,136.61,0.83
422,1991-08-15,136.47,136.47,0.83
423,1991-08-16,137.25,137.25,0.84
424,1991-08-19,138.3,138.3,0.87
425,1991-08-20,137.45,137.45,0.86
426,1991-08-21,136.8,136.8,0.84
427,1991-08-22,136.43,136.43,0.83
428,1991-08-23,137.1,137.1,0.84
429,1991-08-26,137.0,137.0,
430,1991-08-27,137.0,137.0,0.84
431,1991-08-28,136.6,136.6,0.83
432,1991-08-29,137.0,137.0,0.83
433,1991-08-30,136.85,136.85,0.84
434,1991-09-02,136.75,136.75,0.84
435,1991-09-03,136.02,136.02,0.83
436,1991-09-04,135.3,135.3,0.83
437,1991-09-05,135.87,135.87,0.83
438,1991-09-06,136.15,136.15,0.83
439,1991-09-09,134.95,134.95,0.81
440,1991-09-10,134.85,134.85,0.81
441,1991-09-11,134.95,134.95,0.81
442,1991-09-12,134.06,134.06,0.81
443,1991-09-13,133.98,133.98,0.81
444,1991-09-16,133.65,133.65,0.8
445,1991-09-17,133.82,133.82,0.8
446,1991-09-18,134.17,134.17,0.81
447,1991-09-19,134.5,134.5,0.81
448,1991-09-20,134.37,134.37,0.81
449,1991-09-23,133.05,133.05,0.8
450,1991-09-24,133.08,133.08,0.8
451,1991-09-25,133.3,133.3,0.81
452,1991-09-26,133.67,133.67,0.8
453,1991-09-27,133.4,133.4,0.81
454,1991-09-30,132.85,132.85,0.8
455,1991-10-01,133.2,133.2,0.8
456,1991-10-02,132.68,132.68,0.8
457,1991-10-03,130.77,130.77,0.8
458,1991-10-04,130.03,130.03,0.8
459,1991-10-07,129.3,129.3,0.8
460,1991-10-08,130.1,130.1,0.81
461,1991-10-09,130.25,130.25,0.81
462,1991-10-10,130.35,130.35,0.81
463,1991-10-11,129.73,129.73,0.81
464,1991-10-14,129.4,129.4,0.81
465,1991-10-15,130.22,130.22,0.82
466,1991-10-16,130.02,130.02,0.82
467,1991-10-17,129.83,129.83,0.82
468,1991-10-18,129.77,129.77,0.81
469,1991-10-21,130.73,130.73,0.81
470,1991-10-22,131.2,131.2,0.81
471,1991-10-23,131.55,131.55,0.82
472,1991-10-24,131.18,131.18,0.81
473,1991-10-25,131.4,131.4,0.81
474,1991-10-28,132.25,132.25,0.82
475,1991-10-29,130.75,130.75,0.81
476,1991-10-30,131.08,131.08,0.81
477,1991-10-31,130.6,130.6,0.8
478,1991-11-01,130.3,130.3,0.8
479,1991-11-04,128.9,128.9,0.78
480,1991-11-05,129.8,129.8,0.79
481,1991-11-06,129.9,129.9,0.79
482,1991-11-07,129.7,129.7,0.78
483,1991-11-08,130.32,130.32,0.79
484,1991-11-11,129.91,129.91,0.79
485,1991-11-12,129.65,129.65,0.78
486,1991-11-13,130.12,130.12,0.78
487,1991-11-14,129.87,129.87,0.78
488,1991-11-15,130.05,130.05,0.79
489,1991-11-18,129.3,129.3,0.77
490,1991-11-19,129.95,129.95,0.77
491,1991-11-20,129.77,129.77,0.77
492,1991-11-21,129.62,129.62,0.77
493,1991-11-22,129.53,129.53,0.76
494,1991-11-25,127.77,127.77,0.76
495,1991-11-26,128.1,128.1,0.76
496,1991-11-27,130.28,130.28,0.78
497,1991-11-28,129.9,129.9,0.78
498,1991-11-29,130.08,130.08,0.78
499,1991-12-02,129.95,129.95,0.77
500,1991-12-03,129.55,129.55,0.78
501,1991-12-04,129.55,129.55,0.78
502,1991-12-05,128.77,128.77,0.77
503,1991-12-06,128.2,128.2,0.76
504,1991-12-09,128.4,128.4,0.76
505,1991-12-10,128.7,128.7,0.76
506,1991-12-11,129.15,129.15,0.76
507,1991-12-12,129.24,129.24,0.76
508,1991-12-13,128.8,128.8,0.76
509,1991-12-16,128.47,128.47,0.76
510,1991-12-17,128.6,128.6,0.76
511,1991-12-18,128.45,128.45,0.76
512,1991-12-19,128.33,128.33,0.75
513,1991-12-20,127.57,127.57,0.74
514,1991-12-23,126.55,126.55,0.73
515,1991-12-24,127.55,127.55,0.73
516,1991-12-25,127.02,127.02,
517,1991-12-26,126.78,126.78,
518,1991-12-27,125.57,125.57,0.73
519,1991-12-30,125.75,125.75,0.73
520,1991-12-31,124.9,124.9,0.73
521,1992-01-01,124.9,124.9,
522,1992-01-02,124.5,124.5,0.73
523,1992-01-03,124.8,124.8,0.74
524,1992-01-06,124.1,124.1,0.73
525,1992-01-07,124.4,124.4,0.73
526,1992-01-08,124.9,124.9,0.73
527,1992-01-09,125.4,125.4,0.74
528,1992-01-10,127.05,127.05,0.76
529,1992-01-13,126.85,126.85,0.76
530,1992-01-14,126.8,126.8,0.76
531,1992-01-15,128.4,128.4,0.78
532,1992-01-16,128.28,128.28,0.78
533,1992-01-17,127.45,127.45,0.77
534,1992-01-20,123.97,123.97,0.77
535,1992-01-21,123.2,123.2,0.76
536,1992-01-22,123.22,123.22,0.76
537,1992-01-23,123.9,123.9,0.77
538,1992-01-24,123.42,123.42,0.76
539,1992-01-27,125.4,125.4,0.77
540,1992-01-28,125.62,125.62,0.77
541,1992-01-29,125.45,125.45,0.76
542,1992-01-30,126.0,126.0,0.77
543,1992-01-31,125.55,125.55,0.77
544,1992-02-03,125.95,125.95,0.77
545,1992-02-04,126.15,126.15,0.76
546,1992-02-05,125.83,125.83,0.76
547,1992-02-06,125.65,125.65,0.76
548,1992-02-07,125.22,125.22,0.75
549,1992-02-10,126.7,126.7,0.75
550,1992-02-11,126.93,126.93,0.76
551,1992-02-12,127.68,127.68,0.77
552,1992-02-13,127.68,127.68,0.78
553,1992-02-14,127.93,127.93,0.78
554,1992-02-17,127.0,127.0,0.78
555,1992-02-18,128.0,128.0,0.79
556,1992-02-19,128.4,128.4,0.79
557,1992-02-20,128.65,128.65,0.79
558,1992-02-21,128.72,128.72,0.79
559,1992-02-24,129.1,129.1,0.79
560,1992-02-25,129.45,129.45,0.78
561,1992-02-26,129.68,129.68,0.79
562,1992-02-27,129.41,129.41,0.79
563,1992-02-28,129.15,129.15,0.79
564,1992-03-02,129.63,129.63,0.79
565,1992-03-03,130.84,130.84,0.79
566,1992-03-04,132.11,132.11,0.8
567,1992-03-05,131.85,131.85,0.8
568,1992-03-06,131.76,131.76,0.8
569,1992-03-09,131.92,131.92,0.8
570,1992-03-10,132.88,132.88,0.8
571,1992-03-11,133.45,133.45,0.8
572,1992-03-12,134.25,134.25,0.8
573,1992-03-13,133.6,133.6,0.8
574,1992-03-16,133.98,133.98,0.8
575,1992-03-17,133.45,133.45,0.79
576,1992-03-18,132.05,132.05,0.79
577,1992-03-19,133.27,133.27,0.8
578,1992-03-20,134.15,134.15,0.81
579,1992-03-23,133.7,133.7,0.8
580,1992-03-24,133.69,133.69,0.8
581,1992-03-25,133.35,133.35,0.79
582,1992-03-26,133.95,133.95,0.8
583,1992-03-27,133.12,133.12,0.79
584,1992-03-30,133.06,133.06,0.79
585,1992-03-31,132.92,132.92,0.79
586,1992-04-01,134.5,134.5,0.79
587,1992-04-02,133.83,133.83,0.79
588,1992-04-03,133.25,133.25,0.78
589,1992-04-06,132.72,132.72,0.78
590,1992-04-07,133.28,133.28,0.78
591,1992-04-08,132.6,132.6,0.78
592,1992-04-09,132.23,132.23,0.78
593,1992-04-10,132.9,132.9,0.78
594,1992-04-13,133.28,133.28,0.79
595,1992-04-14,132.79,132.79,0.79
596,1992-04-15,133.39,133.39,0.79
597,1992-04-16,133.9,133.9,0.8
598,1992-04-17,134.0,134.0,
599,1992-04-20,134.5,134.5,
600,1992-04-21,134.23,134.23,0.8
601,1992-04-22,134.15,134.15,0.8
602,1992-04-23,134.53,134.53,0.8
603,1992-04-24,134.53,134.53,0.79
604,1992-04-27,133.13,133.13,0.79
605,1992-04-28,133.33,133.33,0.79
606,1992-04-29,133.5,133.5,0.79
607,1992-04-30,133.3,133.3,0.79
608,1992-05-01,132.75,132.75,0.79
609,1992-05-04,132.7,132.7,
610,1992-05-05,133.07,133.07,0.78
611,1992-05-06,132.5,132.5,0.78
612,1992-05-07,132.7,132.7,0.78
613,1992-05-08,133.4,133.4,0.79
614,1992-05-11,133.17,133.17,0.79
615,1992-05-12,130.5,130.5,0.78
616,1992-05-13,130.4,130.4,0.78
617,1992-05-14,130.2,130.2,0.77
618,1992-05-15,130.25,130.25,0.77
619,1992-05-18,128.8,128.8,0.76
620,1992-05-19,129.1,129.1,0.76
621,1992-05-20,129.58,129.58,0.77
622,1992-05-21,130.25,130.25,0.77
623,1992-05-22,129.4,129.4,0.77
624,1992-05-25,129.15,129.15,
625,1992-05-26,129.33,129.33,0.77
626,1992-05-27,129.95,129.95,0.78
627,1992-05-28,129.62,129.62,0.78
628,1992-05-29,127.75,127.75,0.77
629,1992-06-01,127.45,127.45,0.77
630,1992-06-02,127.53,127.53,0.77
631,1992-06-03,127.8,127.8,0.77
632,1992-06-04,127.57,127.57,0.77
633,1992-06-05,126.8,126.8,0.76
634,1992-06-08,127.2,127.2,0.76
635,1992-06-09,127.55,127.55,0.76
636,1992-06-10,127.65,127.65,0.76
637,1992-06-11,126.75,126.75,0.76
638,1992-06-12,126.65,126.65,0.76
639,1992-06-15,126.8,126.8,0.75
640,1992-06-16,126.7,126.7,0.75
641,1992-06-17,127.05,127.05,0.75
642,1992-06-18,126.65,126.65,0.75
643,1992-06-19,126.93,126.93,0.75
644,1992-06-22,127.1,127.1,0.75
645,1992-06-23,127.23,127.23,0.75
646,1992-06-24,126.68,126.68,0.74
647,1992-06-25,125.45,125.45,0.74
648,1992-06-26,125.72,125.72,0.74
649,1992-06-29,125.25,125.25,0.73
650,1992-06-30,125.87,125.87,0.73
651,1992-07-01,124.92,124.92,0.73
652,1992-07-02,124.6,124.6,0.73
653,1992-07-03,124.8,124.8,0.73
654,1992-07-06,124.55,124.55,0.73
655,1992-07-07,124.42,124.42,0.72
656,1992-07-08,124.85,124.85,0.72
657,1992-07-09,125.8,125.8,0.72
658,1992-07-10,125.4,125.4,0.72
659,1992-07-13,124.95,124.95,0.71
660,1992-07-14,125.3,125.3,0.71
661,1992-07-15,125.0,125.0,0.71
662,1992-07-16,125.45,125.45,0.71
663,1992-07-17,124.55,124.55,0.7
664,1992-07-20,125.25,125.25,0.71
665,1992-07-21,125.3,125.3,0.72
666,1992-07-22,126.9,126.9,0.72
